us,Red,IR,Ratio,Ambient,Vel,Accel,Notes
937073139,-8,-202,0.0396,893,-0.015,0.0004,
937133783,-8,-202,0.0396,893,-0.015,0.0004,
937195280,-8,-202,0.0396,893,-0.015,0.0004,
937257280,24,689,0.0348,1069,-0.0053,0,
937320280,24,689,0.0348,1069,-0.0053,0,
937383407,24,689,0.0348,1069,-0.0053,0,
937570280,24,689,0.0348,1069,-0.0053,0,
937633280,24,689,0.0348,1069,-0.0053,0,
937759280,24,689,0.0348,1069,-0.0053,0,
937882286,4,176,0.0227,1573,3.3895,0.6801,
938009085,13,430,0.0302,780,0.0249,0.0048,
938071280,13,430,0.0302,780,0.0249,0.0048,
938133280,3,115,0.0261,1650,-0.5237,-0.1031,
938194280,5,163,0.0307,1709,0.0005,0.0524,
938381286,5,163,0.0307,1709,0.0005,0.0524,
938443282,5,163,0.0307,1709,0.0005,0.0524,
938567280,5,163,0.0307,1709,0.0005,0.0524,
938634465,5,163,0.0307,1709,0.0005,0.0524,
938695286,5,163,0.0307,1709,0.0005,0.0524,
938755782,5,163,0.0307,1709,0.0005,0.0524,
938819280,5,163,0.0307,1709,0.0005,0.0524,
938880280,5,163,0.0307,1709,0.0005,0.0524,
938945114,5,163,0.0307,1709,0.0005,0.0524,
939007286,5,163,0.0307,1709,0.0005,0.0524,
939068274,5,163,0.0307,1709,0.0005,0.0524,
939256813,5,163,0.0307,1709,0.0005,0.0524,
939380286,5,163,0.0307,1709,0.0005,0.0524,
939506089,5,163,0.0307,1709,0.0005,0.0524,
939568583,5,163,0.0307,1709,0.0005,0.0524,
939693280,5,163,0.0307,1709,0.0005,0.0524,
939755280,5,163,0.0307,1709,0.0005,0.0524,
939884663,5,163,0.0307,1709,0.0005,0.0524,
939945273,5,163,0.0307,1709,0.0005,0.0524,
940071280,5,163,0.0307,1709,0.0005,0.0524,
940135286,5,163,0.0307,1709,0.0005,0.0524,
940511894,5,163,0.0307,1709,0.0005,0.0524,
940824569,5,163,0.0307,1709,0.0005,0.0524,
940948280,5,163,0.0307,1709,0.0005,0.0524,
941012161,5,163,0.0307,1709,0.0005,0.0524,
941137277,5,163,0.0307,1709,0.0005,0.0524,
941261279,5,163,0.0307,1709,0.0005,0.0524,
941324092,5,163,0.0307,1709,0.0005,0.0524,
941385279,5,163,0.0307,1709,0.0005,0.0524,
941447277,5,163,0.0307,1709,0.0005,0.0524,
941508286,5,163,0.0307,1709,0.0005,0.0524,
941569280,5,163,0.0307,1709,0.0005,0.0524,
941632088,5,163,0.0307,1709,0.0005,0.0524,
941693617,5,163,0.0307,1709,0.0005,0.0524,
941881280,5,163,0.0307,1709,0.0005,0.0524,
942009280,5,163,0.0307,1709,0.0005,0.0524,
942070174,5,163,0.0307,1709,0.0005,0.0524,
942132286,5,163,0.0307,1709,0.0005,0.0524,
942260280,5,163,0.0307,1709,0.0005,0.0524,
942322280,5,163,0.0307,1709,0.0005,0.0524,
942448280,5,163,0.0307,1709,0.0005,0.0524,
942509273,5,163,0.0307,1709,0.0005,0.0524,
942574280,5,163,0.0307,1709,0.0005,0.0524,
942634280,5,163,0.0307,1709,0.0005,0.0524,
942696277,5,163,0.0307,1709,0.0005,0.0524,
942758687,5,163,0.0307,1709,0.0005,0.0524,
942883280,5,163,0.0307,1709,0.0005,0.0524,
943131280,5,163,0.0307,1709,0.0005,0.0524,
943197280,5,163,0.0307,1709,0.0005,0.0524,
943323387,5,163,0.0307,1709,0.0005,0.0524,
943447280,5,163,0.0307,1709,0.0005,0.0524,
943510280,5,163,0.0307,1709,0.0005,0.0524,
943572286,5,163,0.0307,1709,0.0005,0.0524,
943635569,5,163,0.0307,1709,0.0005,0.0524,
943696274,5,163,0.0307,1709,0.0005,0.0524,
943759089,5,163,0.0307,1709,0.0005,0.0524,
943822280,5,163,0.0307,1709,0.0005,0.0524,
943947623,5,163,0.0307,1709,0.0005,0.0524,
944008274,5,163,0.0307,1709,0.0005,0.0524,
944072280,5,163,0.0307,1709,0.0005,0.0524,
944134280,5,163,0.0307,1709,0.0005,0.0524,
944196280,5,163,0.0307,1709,0.0005,0.0524,
944571684,5,163,0.0307,1709,0.0005,0.0524,
944696280,5,163,0.0307,1709,0.0005,0.0524,
944758007,5,163,0.0307,1709,0.0005,0.0524,
944820280,5,163,0.0307,1709,0.0005,0.0524,
944882277,6,197,0.0305,1770,-0.5555,-0.1073,
944943286,6,197,0.0305,1770,-0.5555,-0.1073,
945069286,6,197,0.0305,1770,-0.5555,-0.1073,
945195277,6,197,0.0305,1770,-0.5555,-0.1073,
945259201,6,197,0.0305,1770,-0.5555,-0.1073,
945322334,6,197,0.0305,1770,-0.5555,-0.1073,
945383288,6,197,0.0305,1770,-0.5555,-0.1073,
945444280,6,197,0.0305,1770,-0.5555,-0.1073,
945507095,6,197,0.0305,1770,-0.5555,-0.1073,
945819445,6,197,0.0305,1770,-0.5555,-0.1073,
945882279,6,197,0.0305,1770,-0.5555,-0.1073,
945945274,6,197,0.0305,1770,-0.5555,-0.1073,
946006280,6,197,0.0305,1770,-0.5555,-0.1073,
946068280,6,197,0.0305,1770,-0.5555,-0.1073,
946129065,6,197,0.0305,1770,-0.5555,-0.1073,
946191288,6,197,0.0305,1770,-0.5555,-0.1073,
946254273,6,197,0.0305,1770,-0.5555,-0.1073,
946316280,6,197,0.0305,1770,-0.5555,-0.1073,
946378280,6,197,0.0305,1770,-0.5555,-0.1073,
946565280,6,197,0.0305,1770,-0.5555,-0.1073,
946689280,6,197,0.0305,1770,-0.5555,-0.1073,
946818286,6,197,0.0305,1770,-0.5555,-0.1073,
946881279,6,197,0.0305,1770,-0.5555,-0.1073,
947070421,6,197,0.0305,1770,-0.5555,-0.1073,
947196279,6,197,0.0305,1770,-0.5555,-0.1073,
947318283,6,197,0.0305,1770,-0.5555,-0.1073,
947380423,6,197,0.0305,1770,-0.5555,-0.1073,
947443281,6,197,0.0305,1770,-0.5555,-0.1073,
947566422,6,197,0.0305,1770,-0.5555,-0.1073,
947628280,6,197,0.0305,1770,-0.5555,-0.1073,
947820280,6,197,0.0305,1770,-0.5555,-0.1073,
947882279,6,197,0.0305,1770,-0.5555,-0.1073,
948007427,6,197,0.0305,1770,-0.5555,-0.1073,
948070279,6,197,0.0305,1770,-0.5555,-0.1073,
948131280,6,197,0.0305,1770,-0.5555,-0.1073,
948194280,6,197,0.0305,1770,-0.5555,-0.1073,
948321092,6,197,0.0305,1770,-0.5555,-0.1073,
948506288,6,197,0.0305,1770,-0.5555,-0.1073,
948694280,6,197,0.0305,1770,-0.5555,-0.1073,
948756279,6,197,0.0305,1770,-0.5555,-0.1073,
948879280,6,197,0.0305,1770,-0.5555,-0.1073,
949069279,6,197,0.0305,1770,-0.5555,-0.1073,
949130279,6,197,0.0305,1770,-0.5555,-0.1073,
949255290,6,197,0.0305,1770,-0.5555,-0.1073,
949318284,6,197,0.0305,1770,-0.5555,-0.1073,
949381280,6,197,0.0305,1770,-0.5555,-0.1073,
949443283,6,197,0.0305,1770,-0.5555,-0.1073,
949505280,6,197,0.0305,1770,-0.5555,-0.1073,
949568558,6,197,0.0305,1770,-0.5555,-0.1073,
949629288,6,197,0.0305,1770,-0.5555,-0.1073,
949689274,6,197,0.0305,1770,-0.5555,-0.1073,
949753280,6,197,0.0305,1770,-0.5555,-0.1073,
949878948,6,197,0.0305,1770,-0.5555,-0.1073,
950005279,6,197,0.0305,1770,-0.5555,-0.1073,
950067280,6,197,0.0305,1770,-0.5555,-0.1073,
950318270,6,197,0.0305,1770,-0.5555,-0.1073,
950443076,6,197,0.0305,1770,-0.5555,-0.1073,
950505389,6,197,0.0305,1770,-0.5555,-0.1073,
950628119,6,197,0.0305,1770,-0.5555,-0.1073,
950689120,6,197,0.0305,1770,-0.5555,-0.1073,
950817721,6,197,0.0305,1770,-0.5555,-0.1073,
950941280,6,197,0.0305,1770,-0.5555,-0.1073,
951066280,6,197,0.0305,1770,-0.5555,-0.1073,
951190455,6,197,0.0305,1770,-0.5555,-0.1073,
951251280,6,197,0.0305,1770,-0.5555,-0.1073,
951314280,6,197,0.0305,1770,-0.5555,-0.1073,
951440518,6,197,0.0305,1770,-0.5555,-0.1073,
951565280,6,197,0.0305,1770,-0.5555,-0.1073,
951691280,6,197,0.0305,1770,-0.5555,-0.1073,
951752761,6,197,0.0305,1770,-0.5555,-0.1073,
951815281,6,197,0.0305,1770,-0.5555,-0.1073,
951876279,6,197,0.0305,1770,-0.5555,-0.1073,
951938288,6,197,0.0305,1770,-0.5555,-0.1073,
952189280,6,197,0.0305,1770,-0.5555,-0.1073,
952250280,6,197,0.0305,1770,-0.5555,-0.1073,
952314280,6,197,0.0305,1770,-0.5555,-0.1073,
952441281,6,197,0.0305,1770,-0.5555,-0.1073,
952629280,6,197,0.0305,1770,-0.5555,-0.1073,
952754280,6,197,0.0305,1770,-0.5555,-0.1073,
952880280,6,197,0.0305,1770,-0.5555,-0.1073,
953251280,6,197,0.0305,1770,-0.5555,-0.1073,
953315628,6,197,0.0305,1770,-0.5555,-0.1073,
953378288,6,197,0.0305,1770,-0.5555,-0.1073,
953503280,6,197,0.0305,1770,-0.5555,-0.1073,
953564280,6,197,0.0305,1770,-0.5555,-0.1073,
953627899,6,197,0.0305,1770,-0.5555,-0.1073,
953689288,8,213,0.0376,1740,-0.0143,0.0416,
953815279,8,213,0.0376,1740,-0.0143,0.0416,
953876279,8,213,0.0376,1740,-0.0143,0.0416,
953939889,8,213,0.0376,1740,-0.0143,0.0416,
954002288,8,213,0.0376,1740,-0.0143,0.0416,
954063280,8,213,0.0376,1740,-0.0143,0.0416,
954126357,8,213,0.0376,1740,-0.0143,0.0416,
954379089,8,213,0.0376,1740,-0.0143,0.0416,
954440280,8,213,0.0376,1740,-0.0143,0.0416,
954625273,8,213,0.0376,1740,-0.0143,0.0416,
954753280,8,213,0.0376,1740,-0.0143,0.0416,
954882676,8,213,0.0376,1740,-0.0143,0.0416,
955068280,8,213,0.0376,1740,-0.0143,0.0416,
955189651,8,213,0.0376,1740,-0.0143,0.0416,
955315279,8,213,0.0376,1740,-0.0143,0.0416,
955377451,8,213,0.0376,1740,-0.0143,0.0416,
955438280,8,213,0.0376,1740,-0.0143,0.0416,
955566274,8,213,0.0376,1740,-0.0143,0.0416,
955639279,-68,-1637,0.0415,1815,-0.0663,-0.0269,
955826753,-68,-1637,0.0415,1815,-0.0663,-0.0269,
955952279,-13,-441,0.0295,1137,0.0921,0.0237,
956077495,-13,-441,0.0295,1137,0.0921,0.0237,
956140280,-13,-441,0.0295,1137,0.0921,0.0237,
956204088,-13,-441,0.0295,1137,0.0921,0.0237,
956264279,-13,-441,0.0295,1137,0.0921,0.0237,
956326278,-13,-441,0.0295,1137,0.0921,0.0237,
956388281,-13,-441,0.0295,1137,0.0921,0.0237,
956450280,-13,-441,0.0295,1137,0.0921,0.0237,
956575898,-13,-441,0.0295,1137,0.0921,0.0237,
956638866,-13,-441,0.0295,1137,0.0921,0.0237,
956765278,-13,-441,0.0295,1137,0.0921,0.0237,
956952278,-13,-441,0.0295,1137,0.0921,0.0237,
957013276,-13,-441,0.0295,1137,0.0921,0.0237,
957326634,-13,-441,0.0295,1137,0.0921,0.0237,
957389278,-13,-441,0.0295,1137,0.0921,0.0237,
957453278,-13,-441,0.0295,1137,0.0921,0.0237,
957575278,-13,-441,0.0295,1137,0.0921,0.0237,
957635989,-13,-441,0.0295,1137,0.0921,0.0237,
957697296,-13,-441,0.0295,1137,0.0921,0.0237,
957822278,-13,-441,0.0295,1137,0.0921,0.0237,
957947749,-13,-441,0.0295,1137,0.0921,0.0237,
958073287,-13,-441,0.0295,1137,0.0921,0.0237,
958134402,-13,-441,0.0295,1137,0.0921,0.0237,
958325278,-13,-441,0.0295,1137,0.0921,0.0237,
958388283,-13,-441,0.0295,1137,0.0921,0.0237,
958449278,-13,-441,0.0295,1137,0.0921,0.0237,
958637278,-13,-441,0.0295,1137,0.0921,0.0237,
958699278,-13,-441,0.0295,1137,0.0921,0.0237,
958885158,-13,-441,0.0295,1137,0.0921,0.0237,
959012278,-13,-441,0.0295,1137,0.0921,0.0237,
959137278,-13,-441,0.0295,1137,0.0921,0.0237,
959387278,-13,-441,0.0295,1137,0.0921,0.0237,
959514562,-13,-441,0.0295,1137,0.0921,0.0237,
959576278,-13,-441,0.0295,1137,0.0921,0.0237,
959761278,3,111,0.027,1014,0.141,0.0253,
959823247,3,111,0.027,1014,0.141,0.0253,
959889278,3,111,0.027,1014,0.141,0.0253,
959950279,3,111,0.027,1014,0.141,0.0253,
960011273,3,111,0.027,1014,0.141,0.0253,
960324284,3,111,0.027,1014,0.141,0.0253,
960386278,3,111,0.027,1014,0.141,0.0253,
960512278,3,111,0.027,1014,0.141,0.0253,
960636278,3,111,0.027,1014,0.141,0.0253,
960760276,3,111,0.027,1014,0.141,0.0253,
960948279,3,111,0.027,1014,0.141,0.0253,
961010278,3,111,0.027,1014,0.141,0.0253,
961136278,3,111,0.027,1014,0.141,0.0253,
961260278,3,111,0.027,1014,0.141,0.0253,
961323321,3,111,0.027,1014,0.141,0.0253,
961386451,3,111,0.027,1014,0.141,0.0253,
961448278,3,111,0.027,1014,0.141,0.0253,
961572278,3,111,0.027,1014,0.141,0.0253,
961634278,3,111,0.027,1014,0.141,0.0253,
961947278,3,111,0.027,1014,0.141,0.0253,
962195278,3,111,0.027,1014,0.141,0.0253,
962256278,3,111,0.027,1014,0.141,0.0253,
962323613,3,111,0.027,1014,0.141,0.0253,
962385278,3,111,0.027,1014,0.141,0.0253,
962447278,3,111,0.027,1014,0.141,0.0253,
962571278,3,111,0.027,1014,0.141,0.0253,
962885087,3,111,0.027,1014,0.141,0.0253,
962946829,3,111,0.027,1014,0.141,0.0253,
963259621,3,111,0.027,1014,0.141,0.0253,
963384278,3,111,0.027,1014,0.141,0.0253,
963695278,3,111,0.027,1014,0.141,0.0253,
963882276,3,111,0.027,1014,0.141,0.0253,
963943280,3,111,0.027,1014,0.141,0.0253,
964067278,3,111,0.027,1014,0.141,0.0253,
964133278,3,111,0.027,1014,0.141,0.0253,
964633278,3,111,0.027,1014,0.141,0.0253,
964943826,3,111,0.027,1014,0.141,0.0253,
965070279,3,111,0.027,1014,0.141,0.0253,
965133258,3,111,0.027,1014,0.141,0.0253,
965442015,3,111,0.027,1014,0.141,0.0253,
965504287,3,111,0.027,1014,0.141,0.0253,
965565278,3,111,0.027,1014,0.141,0.0253,
965691278,3,111,0.027,1014,0.141,0.0253,
965758250,3,111,0.027,1014,0.141,0.0253,
965820285,3,111,0.027,1014,0.141,0.0253,
965882278,3,111,0.027,1014,0.141,0.0253,
966071246,3,111,0.027,1014,0.141,0.0253,
966132275,3,111,0.027,1014,0.141,0.0253,
966258278,3,111,0.027,1014,0.141,0.0253,
966382631,3,111,0.027,1014,0.141,0.0253,
966443272,3,111,0.027,1014,0.141,0.0253,
966504278,3,111,0.027,1014,0.141,0.0253,
966568278,3,111,0.027,1014,0.141,0.0253,
966629278,3,111,0.027,1014,0.141,0.0253,
966754287,3,111,0.027,1014,0.141,0.0253,
966816278,3,111,0.027,1014,0.141,0.0253,
966880278,3,111,0.027,1014,0.141,0.0253,
966943278,3,111,0.027,1014,0.141,0.0253,
967006414,3,111,0.027,1014,0.141,0.0253,
967067273,3,111,0.027,1014,0.141,0.0253,
967257278,3,111,0.027,1014,0.141,0.0253,
967319276,3,111,0.027,1014,0.141,0.0253,
967444086,3,111,0.027,1014,0.141,0.0253,
967505278,3,111,0.027,1014,0.141,0.0253,
967698278,3,111,0.027,1014,0.141,0.0253,
967823278,3,111,0.027,1014,0.141,0.0253,
967947276,3,111,0.027,1014,0.141,0.0253,
968011278,3,111,0.027,1014,0.141,0.0253,
968075278,3,111,0.027,1014,0.141,0.0253,
968384264,3,111,0.027,1014,0.141,0.0253,
968447278,3,111,0.027,1014,0.141,0.0253,
968510278,3,111,0.027,1014,0.141,0.0253,
968636278,3,111,0.027,1014,0.141,0.0253,
968761278,3,111,0.027,1014,0.141,0.0253,
968823278,3,111,0.027,1014,0.141,0.0253,
968885855,3,111,0.027,1014,0.141,0.0253,
969011678,3,111,0.027,1014,0.141,0.0253,
969072278,3,111,0.027,1014,0.141,0.0253,
969134711,3,111,0.027,1014,0.141,0.0253,
969384296,3,111,0.027,1014,0.141,0.0253,
969509581,3,111,0.027,1014,0.141,0.0253,
969696278,3,111,0.027,1014,0.141,0.0253,
969882273,3,111,0.027,1014,0.141,0.0253,
969943281,3,111,0.027,1014,0.141,0.0253,
970004278,3,111,0.027,1014,0.141,0.0253,
970193283,3,111,0.027,1014,0.141,0.0253,
970254278,3,111,0.027,1014,0.141,0.0253,
970441938,3,111,0.027,1014,0.141,0.0253,
970566278,3,111,0.027,1014,0.141,0.0253,
970629264,3,111,0.027,1014,0.141,0.0253,
970823278,28,838,0.0334,1654,0.1974,0.0384,
970884278,28,838,0.0334,1654,0.1974,0.0384,
970946278,28,838,0.0334,1654,0.1974,0.0384,
971385085,28,838,0.0334,1654,0.1974,0.0384,
971448275,28,838,0.0334,1654,0.1974,0.0384,
971509275,28,838,0.0334,1654,0.1974,0.0384,
971571274,28,838,0.0334,1654,0.1974,0.0384,
971633274,28,838,0.0334,1654,0.1974,0.0384,
971697383,28,838,0.0334,1654,0.1974,0.0384,
971820268,28,838,0.0334,1654,0.1974,0.0384,
971883274,28,838,0.0334,1654,0.1974,0.0384,
971945274,28,838,0.0334,1654,0.1974,0.0384,
972132070,28,838,0.0334,1654,0.1974,0.0384,
972193274,28,838,0.0334,1654,0.1974,0.0384,
972255274,28,838,0.0334,1654,0.1974,0.0384,
972383274,28,838,0.0334,1654,0.1974,0.0384,
972444278,28,838,0.0334,1654,0.1974,0.0384,
972569278,28,838,0.0334,1654,0.1974,0.0384,
972633681,-40,-999,0.04,1744,0.003,-0.0053,
972757089,-40,-999,0.04,1744,0.003,-0.0053,
972818118,-40,-999,0.04,1744,0.003,-0.0053,
972881118,-40,-999,0.04,1744,0.003,-0.0053,
972945244,-40,-999,0.04,1744,0.003,-0.0053,
973130278,-40,-999,0.04,1744,0.003,-0.0053,
973191278,-40,-999,0.04,1744,0.003,-0.0053,
973256345,-40,-999,0.04,1744,0.003,-0.0053,
973316089,-40,-999,0.04,1744,0.003,-0.0053,
973377119,-40,-999,0.04,1744,0.003,-0.0053,
973690278,-40,-999,0.04,1744,0.003,-0.0053,
973816087,-40,-999,0.04,1744,0.003,-0.0053,
973877449,13,347,0.0375,1392,-0.3405,-0.0676,
973942283,13,347,0.0375,1392,-0.3405,-0.0676,
974004278,13,347,0.0375,1392,-0.3405,-0.0676,
974066278,13,347,0.0375,1392,-0.3405,-0.0676,
974192276,13,347,0.0375,1392,-0.3405,-0.0676,
974379328,13,347,0.0375,1392,-0.3405,-0.0676,
974504555,13,347,0.0375,1392,-0.3405,-0.0676,
974753278,13,347,0.0375,1392,-0.3405,-0.0676,
974940278,13,347,0.0375,1392,-0.3405,-0.0676,
975001118,13,347,0.0375,1392,-0.3405,-0.0676,
975065278,13,347,0.0375,1392,-0.3405,-0.0676,
975127138,13,347,0.0375,1392,-0.3405,-0.0676,
975316278,13,347,0.0375,1392,-0.3405,-0.0676,
975380278,13,347,0.0375,1392,-0.3405,-0.0676,
975443287,13,347,0.0375,1392,-0.3405,-0.0676,
975629279,13,347,0.0375,1392,-0.3405,-0.0676,
975755299,13,347,0.0375,1392,-0.3405,-0.0676,
976003266,13,347,0.0375,1392,-0.3405,-0.0676,
976128282,13,347,0.0375,1392,-0.3405,-0.0676,
976254278,13,347,0.0375,1392,-0.3405,-0.0676,
976315278,13,347,0.0375,1392,-0.3405,-0.0676,
976376196,13,347,0.0375,1392,-0.3405,-0.0676,
976439287,13,347,0.0375,1392,-0.3405,-0.0676,
976501278,13,347,0.0375,1392,-0.3405,-0.0676,
976628282,13,347,0.0375,1392,-0.3405,-0.0676,
976691905,13,347,0.0375,1392,-0.3405,-0.0676,
976753273,8,262,0.0305,1782,-0.1038,-0.0094,
977003458,8,262,0.0305,1782,-0.1038,-0.0094,
977190278,8,262,0.0305,1782,-0.1038,-0.0094,
977500278,8,262,0.0305,1782,-0.1038,-0.0094,
977561278,8,262,0.0305,1782,-0.1038,-0.0094,
977629515,8,262,0.0305,1782,-0.1038,-0.0094,
977690283,8,262,0.0305,1782,-0.1038,-0.0094,
977751278,8,262,0.0305,1782,-0.1038,-0.0094,
977814552,8,262,0.0305,1782,-0.1038,-0.0094,
977875278,19,490,0.0388,1095,-0.0045,0.0036,
978002288,19,490,0.0388,1095,-0.0045,0.0036,
978127278,19,490,0.0388,1095,-0.0045,0.0036,
978190368,19,490,0.0388,1095,-0.0045,0.0036,
978252113,19,490,0.0388,1095,-0.0045,0.0036,
978379278,19,490,0.0388,1095,-0.0045,0.0036,
978441278,19,490,0.0388,1095,-0.0045,0.0036,
978564727,19,490,0.0388,1095,-0.0045,0.0036,
978627280,19,490,0.0388,1095,-0.0045,0.0036,
978691278,19,490,0.0388,1095,-0.0045,0.0036,
978753278,3,117,0.0256,1651,-0.8961,-0.1781,
978815278,3,117,0.0256,1651,-0.8961,-0.1781,
978876447,3,117,0.0256,1651,-0.8961,-0.1781,
978938283,3,117,0.0256,1651,-0.8961,-0.1781,
979063274,3,117,0.0256,1651,-0.8961,-0.1781,
979378275,3,117,0.0256,1651,-0.8961,-0.1781,
979439274,3,117,0.0256,1651,-0.8961,-0.1781,
979500509,3,117,0.0256,1651,-0.8961,-0.1781,
979625278,3,117,0.0256,1651,-0.8961,-0.1781,
979812130,3,117,0.0256,1651,-0.8961,-0.1781,
979937278,3,117,0.0256,1651,-0.8961,-0.1781,
980125973,3,117,0.0256,1651,-0.8961,-0.1781,
980189080,3,117,0.0256,1651,-0.8961,-0.1781,
980315279,3,117,0.0256,1651,-0.8961,-0.1781,
980376278,3,117,0.0256,1651,-0.8961,-0.1781,
980501352,3,117,0.0256,1651,-0.8961,-0.1781,
980562279,3,117,0.0256,1651,-0.8961,-0.1781,
980623279,3,117,0.0256,1651,-0.8961,-0.1781,
980686278,3,117,0.0256,1651,-0.8961,-0.1781,
980750696,3,117,0.0256,1651,-0.8961,-0.1781,
980813283,3,117,0.0256,1651,-0.8961,-0.1781,
980936278,3,117,0.0256,1651,-0.8961,-0.1781,
980999279,3,117,0.0256,1651,-0.8961,-0.1781,
981062989,3,117,0.0256,1651,-0.8961,-0.1781,
981311278,3,117,0.0256,1651,-0.8961,-0.1781,
981438280,16,509,0.0314,1347,0.033,0.0068,
981499278,16,509,0.0314,1347,0.033,0.0068,
981561283,16,509,0.0314,1347,0.033,0.0068,
981686729,16,509,0.0314,1347,0.033,0.0068,
981750280,16,509,0.0314,1347,0.033,0.0068,
981812278,16,509,0.0314,1347,0.033,0.0068,
981935278,16,509,0.0314,1347,0.033,0.0068,
982002269,16,509,0.0314,1347,0.033,0.0068,
982127278,16,509,0.0314,1347,0.033,0.0068,
982189278,16,509,0.0314,1347,0.033,0.0068,
982378278,16,509,0.0314,1347,0.033,0.0068,
982439273,16,509,0.0314,1347,0.033,0.0068,
982501278,16,509,0.0314,1347,0.033,0.0068,
982563278,16,509,0.0314,1347,0.033,0.0068,
982626737,16,509,0.0314,1347,0.033,0.0068,
982689278,16,509,0.0314,1347,0.033,0.0068,
982749814,16,509,0.0314,1347,0.033,0.0068,
983001292,16,509,0.0314,1347,0.033,0.0068,
983125278,16,509,0.0314,1347,0.033,0.0068,
983187278,16,509,0.0314,1347,0.033,0.0068,
983376278,16,509,0.0314,1347,0.033,0.0068,
983499278,16,509,0.0314,1347,0.033,0.0068,
983813087,16,509,0.0314,1347,0.033,0.0068,
983878349,16,509,0.0314,1347,0.033,0.0068,
984001278,16,509,0.0314,1347,0.033,0.0068,
984064278,16,509,0.0314,1347,0.033,0.0068,
984188997,16,509,0.0314,1347,0.033,0.0068,
984439278,16,509,0.0314,1347,0.033,0.0068,
984501296,16,509,0.0314,1347,0.033,0.0068,
984625278,16,509,0.0314,1347,0.033,0.0068,
984687278,16,509,0.0314,1347,0.033,0.0068,
984751278,16,509,0.0314,1347,0.033,0.0068,
984812351,16,509,0.0314,1347,0.033,0.0068,
984999372,16,509,0.0314,1347,0.033,0.0068,
985250278,16,509,0.0314,1347,0.033,0.0068,
985375278,16,509,0.0314,1347,0.033,0.0068,
985438276,16,509,0.0314,1347,0.033,0.0068,
985500278,16,509,0.0314,1347,0.033,0.0068,
985562422,16,509,0.0314,1347,0.033,0.0068,
985626086,16,509,0.0314,1347,0.033,0.0068,
985687278,16,509,0.0314,1347,0.033,0.0068,
985874272,16,509,0.0314,1347,0.033,0.0068,
986062934,16,509,0.0314,1347,0.033,0.0068,
986187273,16,509,0.0314,1347,0.033,0.0068,
986312278,16,509,0.0314,1347,0.033,0.0068,
986373038,7,289,0.0242,588,-0.0299,-0.0147,
986436129,7,289,0.0242,588,-0.0299,-0.0147,
986497129,7,289,0.0242,588,-0.0299,-0.0147,
986560134,7,289,0.0242,588,-0.0299,-0.0147,
986684495,7,289,0.0242,588,-0.0299,-0.0147,
986747129,7,289,0.0242,588,-0.0299,-0.0147,
986874118,22,742,0.0296,857,0.0153,0.3067,
986935122,22,742,0.0296,857,0.0153,0.3067,
986999366,22,742,0.0296,857,0.0153,0.3067,
987124118,22,742,0.0296,857,0.0153,0.3067,
987187118,22,742,0.0296,857,0.0153,0.3067,
987372273,22,742,0.0296,857,0.0153,0.3067,
987623383,22,742,0.0296,857,0.0153,0.3067,
987749278,22,742,0.0296,857,0.0153,0.3067,
987813278,22,742,0.0296,857,0.0153,0.3067,
987875279,22,742,0.0296,857,0.0153,0.3067,
987938859,22,742,0.0296,857,0.0153,0.3067,
988001278,22,742,0.0296,857,0.0153,0.3067,
988065086,22,742,0.0296,857,0.0153,0.3067,
988126278,22,742,0.0296,857,0.0153,0.3067,
988188283,22,742,0.0296,857,0.0153,0.3067,
988249866,22,742,0.0296,857,0.0153,0.3067,
988313280,22,742,0.0296,857,0.0153,0.3067,
988376279,22,742,0.0296,857,0.0153,0.3067,
988437547,22,742,0.0296,857,0.0153,0.3067,
988499278,22,742,0.0296,857,0.0153,0.3067,
988689278,22,742,0.0296,857,0.0153,0.3067,
988814279,12,353,0.034,1261,0.2649,0.0571,
988936287,12,353,0.034,1261,0.2649,0.0571,
989060278,-10,-479,0.0209,1254,0.2327,0.0492,
989377278,-10,-479,0.0209,1254,0.2327,0.0492,
989438278,-10,-479,0.0209,1254,0.2327,0.0492,
989751278,14,808,0.0173,643,0.0171,0.0032,
989878087,14,808,0.0173,643,0.0171,0.0032,
990065278,14,808,0.0173,643,0.0171,0.0032,
990311447,14,808,0.0173,643,0.0171,0.0032,
990372278,14,808,0.0173,643,0.0171,0.0032,
990436887,14,808,0.0173,643,0.0171,0.0032,
990623278,14,808,0.0173,643,0.0171,0.0032,
990873278,14,808,0.0173,643,0.0171,0.0032,
991122272,14,808,0.0173,643,0.0171,0.0032,
991372445,14,808,0.0173,643,0.0171,0.0032,
991497275,14,808,0.0173,643,0.0171,0.0032,
991685498,14,808,0.0173,643,0.0171,0.0032,
991748285,14,808,0.0173,643,0.0171,0.0032,
991872268,14,808,0.0173,643,0.0171,0.0032,
991933275,14,808,0.0173,643,0.0171,0.0032,
992060276,14,808,0.0173,643,0.0171,0.0032,
992123274,14,808,0.0173,643,0.0171,0.0032,
992245489,14,808,0.0173,643,0.0171,0.0032,
992310490,14,808,0.0173,643,0.0171,0.0032,
992495278,14,808,0.0173,643,0.0171,0.0032,
992558278,14,808,0.0173,643,0.0171,0.0032,
992808278,14,808,0.0173,643,0.0171,0.0032,
992870278,14,808,0.0173,643,0.0171,0.0032,
993061273,14,808,0.0173,643,0.0171,0.0032,
993122278,14,808,0.0173,643,0.0171,0.0032,
