us,Red,IR,Ratio,Ambient,Vel,Accel,Notes
621440287,4,48,0.0833,1151,0.0614,0.026,
621503287,4,48,0.0833,1151,0.0614,0.026,
621568290,4,48,0.0833,1151,0.0614,0.026,
621629287,4,48,0.0833,1151,0.0614,0.026,
621690287,4,48,0.0833,1151,0.0614,0.026,
621815287,54,482,0.112,1729,0.0365,0.0201,
621881764,54,482,0.112,1729,0.0365,0.0201,
621943287,22,216,0.1019,2026,-0.0214,-0.0041,
622191471,22,216,0.1019,2026,-0.0214,-0.0041,
622375287,22,216,0.1019,2026,-0.0214,-0.0041,
622506292,22,216,0.1019,2026,-0.0214,-0.0041,
622567285,22,216,0.1019,2026,-0.0214,-0.0041,
622629288,22,216,0.1019,2026,-0.0214,-0.0041,
622817458,22,216,0.1019,2026,-0.0214,-0.0041,
622879501,22,216,0.1019,2026,-0.0214,-0.0041,
622941882,22,216,0.1019,2026,-0.0214,-0.0041,
623129225,22,216,0.1019,2026,-0.0214,-0.0041,
623253287,22,216,0.1019,2026,-0.0214,-0.0041,
623379096,22,216,0.1019,2026,-0.0214,-0.0041,
623690287,22,216,0.1019,2026,-0.0214,-0.0041,
623879287,22,216,0.1019,2026,-0.0214,-0.0041,
623942287,22,216,0.1019,2026,-0.0214,-0.0041,
624191747,22,216,0.1019,2026,-0.0214,-0.0041,
624254287,22,216,0.1019,2026,-0.0214,-0.0041,
624380730,22,216,0.1019,2026,-0.0214,-0.0041,
624443287,22,216,0.1019,2026,-0.0214,-0.0041,
624504283,22,216,0.1019,2026,-0.0214,-0.0041,
624567287,97,909,0.1067,1244,-0.0417,-0.001,
624879287,40,363,0.1102,1182,0.0576,0.0101,
625067287,40,363,0.1102,1182,0.0576,0.0101,
625193095,40,363,0.1102,1182,0.0576,0.0101,
625316797,40,363,0.1102,1182,0.0576,0.0101,
625379287,40,363,0.1102,1182,0.0576,0.0101,
625505287,40,363,0.1102,1182,0.0576,0.0101,
625567287,40,363,0.1102,1182,0.0576,0.0101,
625691287,40,363,0.1102,1182,0.0576,0.0101,
625942380,40,363,0.1102,1182,0.0576,0.0101,
626003284,16,182,0.0879,1881,-0.2524,-0.0499,
626066287,16,182,0.0879,1881,-0.2524,-0.0499,
626130287,16,182,0.0879,1881,-0.2524,-0.0499,
626191287,16,182,0.0879,1881,-0.2524,-0.0499,
626375287,16,182,0.0879,1881,-0.2524,-0.0499,
626507287,16,182,0.0879,1881,-0.2524,-0.0499,
626567927,16,182,0.0879,1881,-0.2524,-0.0499,
626691287,16,182,0.0879,1881,-0.2524,-0.0499,
626816287,22,211,0.1043,1953,0.0481,0.0532,
626878286,22,211,0.1043,1953,0.0481,0.0532,
626940288,22,211,0.1043,1953,0.0481,0.0532,
627131287,22,211,0.1043,1953,0.0481,0.0532,
627192289,22,211,0.1043,1953,0.0481,0.0532,
627440287,22,211,0.1043,1953,0.0481,0.0532,
627565287,22,234,0.094,2014,0.0156,0.0022,
627632999,22,234,0.094,2014,0.0156,0.0022,
627821294,22,234,0.094,2014,0.0156,0.0022,
628010287,22,234,0.094,2014,0.0156,0.0022,
628072018,22,234,0.094,2014,0.0156,0.0022,
628133295,22,234,0.094,2014,0.0156,0.0022,
628195287,22,234,0.094,2014,0.0156,0.0022,
628511287,22,234,0.094,2014,0.0156,0.0022,
628574286,-32,-318,0.1006,2032,-0.2207,-0.0541,
628697887,-32,-318,0.1006,2032,-0.2207,-0.0541,
628760287,-32,-318,0.1006,2032,-0.2207,-0.0541,
628821284,-32,-318,0.1006,2032,-0.2207,-0.0541,
628886285,-32,-318,0.1006,2032,-0.2207,-0.0541,
628948284,-32,-318,0.1006,2032,-0.2207,-0.0541,
629011580,-32,-318,0.1006,2032,-0.2207,-0.0541,
629074284,-32,-318,0.1006,2032,-0.2207,-0.0541,
629199285,-32,-318,0.1006,2032,-0.2207,-0.0541,
629323895,-32,-318,0.1006,2032,-0.2207,-0.0541,
629572285,-32,-318,0.1006,2032,-0.2207,-0.0541,
629763285,-32,-318,0.1006,2032,-0.2207,-0.0541,
629824308,-32,-318,0.1006,2032,-0.2207,-0.0541,
629886285,-32,-318,0.1006,2032,-0.2207,-0.0541,
630075285,-32,-318,0.1006,2032,-0.2207,-0.0541,
630320285,-32,-318,0.1006,2032,-0.2207,-0.0541,
630383285,-32,-318,0.1006,2032,-0.2207,-0.0541,
630696285,-32,-318,0.1006,2032,-0.2207,-0.0541,
630758285,-32,-318,0.1006,2032,-0.2207,-0.0541,
630881966,-32,-318,0.1006,2032,-0.2207,-0.0541,
630944662,-32,-318,0.1006,2032,-0.2207,-0.0541,
631010285,-32,-318,0.1006,2032,-0.2207,-0.0541,
631071285,-32,-318,0.1006,2032,-0.2207,-0.0541,
631134285,-32,-318,0.1006,2032,-0.2207,-0.0541,
631197589,-32,-318,0.1006,2032,-0.2207,-0.0541,
631322285,-32,-318,0.1006,2032,-0.2207,-0.0541,
631383285,-32,-318,0.1006,2032,-0.2207,-0.0541,
631448285,76,776,0.0979,1205,0.0038,0.0033,
631508287,23,172,0.1337,1249,0.0036,0,
631574094,23,172,0.1337,1249,0.0036,0,
631635285,23,172,0.1337,1249,0.0036,0,
631696290,26,184,0.1413,1982,-0.0056,0.0099,
631757285,26,184,0.1413,1982,-0.0056,0.0099,
631820287,26,184,0.1413,1982,-0.0056,0.0099,
631883096,26,184,0.1413,1982,-0.0056,0.0099,
631945285,26,184,0.1413,1982,-0.0056,0.0099,
632069285,19,158,0.1203,1023,0.0418,0.0109,
632196295,19,158,0.1203,1023,0.0418,0.0109,
632322291,19,158,0.1203,1023,0.0418,0.0109,
632384313,19,158,0.1203,1023,0.0418,0.0109,
632510285,19,158,0.1203,1023,0.0418,0.0109,
632571285,19,158,0.1203,1023,0.0418,0.0109,
632633285,19,158,0.1203,1023,0.0418,0.0109,
632822285,-34,-316,0.1076,1754,0.5473,0.1011,
633196290,-34,-316,0.1076,1754,0.5473,0.1011,
633257284,-34,-316,0.1076,1754,0.5473,0.1011,
633318284,-34,-316,0.1076,1754,0.5473,0.1011,
633379524,-34,-316,0.1076,1754,0.5473,0.1011,
633442291,-34,-316,0.1076,1754,0.5473,0.1011,
633503285,-34,-316,0.1076,1754,0.5473,0.1011,
633565285,-34,-316,0.1076,1754,0.5473,0.1011,
633627285,-34,-316,0.1076,1754,0.5473,0.1011,
633691506,-34,-316,0.1076,1754,0.5473,0.1011,
633940285,-34,-316,0.1076,1754,0.5473,0.1011,
634005863,-34,-316,0.1076,1754,0.5473,0.1011,
634067285,-34,-316,0.1076,1754,0.5473,0.1011,
634131284,-34,-316,0.1076,1754,0.5473,0.1011,
634380559,-34,-316,0.1076,1754,0.5473,0.1011,
634442284,-34,-316,0.1076,1754,0.5473,0.1011,
634503285,-34,-316,0.1076,1754,0.5473,0.1011,
634755284,-34,-316,0.1076,1754,0.5473,0.1011,
635067284,-34,-316,0.1076,1754,0.5473,0.1011,
635128286,-34,-316,0.1076,1754,0.5473,0.1011,
635192982,-60,-796,0.0754,1477,-0.0295,-0.0037,
635504285,-60,-796,0.0754,1477,-0.0295,-0.0037,
635568287,13,141,0.0922,1929,0.0054,-0.0006,
635693288,13,141,0.0922,1929,0.0054,-0.0006,
635755611,13,141,0.0922,1929,0.0054,-0.0006,
635821094,13,141,0.0922,1929,0.0054,-0.0006,
635887291,13,141,0.0922,1929,0.0054,-0.0006,
635950285,13,141,0.0922,1929,0.0054,-0.0006,
636012285,13,141,0.0922,1929,0.0054,-0.0006,
636204285,13,141,0.0922,1929,0.0054,-0.0006,
636266285,13,141,0.0922,1929,0.0054,-0.0006,
636327285,13,141,0.0922,1929,0.0054,-0.0006,
636390285,13,141,0.0922,1929,0.0054,-0.0006,
636516283,13,141,0.0922,1929,0.0054,-0.0006,
636640283,13,141,0.0922,1929,0.0054,-0.0006,
636704285,13,141,0.0922,1929,0.0054,-0.0006,
636891307,13,141,0.0922,1929,0.0054,-0.0006,
637015285,13,141,0.0922,1929,0.0054,-0.0006,
637079298,13,141,0.0922,1929,0.0054,-0.0006,
637203285,13,141,0.0922,1929,0.0054,-0.0006,
637265285,13,141,0.0922,1929,0.0054,-0.0006,
637328285,13,141,0.0922,1929,0.0054,-0.0006,
637391331,13,141,0.0922,1929,0.0054,-0.0006,
637577278,13,141,0.0922,1929,0.0054,-0.0006,
637641094,13,141,0.0922,1929,0.0054,-0.0006,
637765328,13,141,0.0922,1929,0.0054,-0.0006,
637888291,13,141,0.0922,1929,0.0054,-0.0006,
637953285,13,141,0.0922,1929,0.0054,-0.0006,
638141305,13,141,0.0922,1929,0.0054,-0.0006,
638267285,13,141,0.0922,1929,0.0054,-0.0006,
638454284,13,141,0.0922,1929,0.0054,-0.0006,
638578286,13,141,0.0922,1929,0.0054,-0.0006,
638641795,13,141,0.0922,1929,0.0054,-0.0006,
638703285,30,278,0.1079,1421,-0.1854,-0.0322,
638828285,30,278,0.1079,1421,-0.1854,-0.0322,
638892285,-69,-521,0.1324,1205,-0.0015,-0.0021,
639078284,-69,-521,0.1324,1205,-0.0015,-0.0021,
639204285,-69,-521,0.1324,1205,-0.0015,-0.0021,
639266001,-69,-521,0.1324,1205,-0.0015,-0.0021,
639328285,34,233,0.1459,2044,-0.0507,-0.0094,
639390285,34,233,0.1459,2044,-0.0507,-0.0094,
639638286,34,233,0.1459,2044,-0.0507,-0.0094,
639699285,15,88,0.1705,2014,-0.0051,-0.0072,
639763105,15,88,0.1705,2014,-0.0051,-0.0072,
639824285,15,88,0.1705,2014,-0.0051,-0.0072,
639887622,15,88,0.1705,2014,-0.0051,-0.0072,
640012285,15,88,0.1705,2014,-0.0051,-0.0072,
640076285,15,88,0.1705,2014,-0.0051,-0.0072,
640199266,15,88,0.1705,2014,-0.0051,-0.0072,
640323670,15,88,0.1705,2014,-0.0051,-0.0072,
640388292,-16,-123,0.1301,2111,-0.0622,-0.0351,
640764291,-16,-123,0.1301,2111,-0.0622,-0.0351,
640825552,-16,-123,0.1301,2111,-0.0622,-0.0351,
640887299,-16,-123,0.1301,2111,-0.0622,-0.0351,
640949284,45,256,0.1758,2057,-0.0706,0.0285,
641014291,45,256,0.1758,2057,-0.0706,0.0285,
641076291,45,256,0.1758,2057,-0.0706,0.0285,
641137566,45,256,0.1758,2057,-0.0706,0.0285,
641262299,68,354,0.1921,1133,0.2563,0.1673,
641390291,68,354,0.1921,1133,0.2563,0.1673,
641577094,68,354,0.1921,1133,0.2563,0.1673,
641638284,41,169,0.2426,2026,-0.0886,-0.0285,
641701449,41,169,0.2426,2026,-0.0886,-0.0285,
641763500,41,169,0.2426,2026,-0.0886,-0.0285,
641825293,41,169,0.2426,2026,-0.0886,-0.0285,
641890285,41,169,0.2426,2026,-0.0886,-0.0285,
641953285,41,169,0.2426,2026,-0.0886,-0.0285,
642139285,41,169,0.2426,2026,-0.0886,-0.0285,
642265285,41,169,0.2426,2026,-0.0886,-0.0285,
642453285,41,169,0.2426,2026,-0.0886,-0.0285,
642578284,41,169,0.2426,2026,-0.0886,-0.0285,
642701348,41,169,0.2426,2026,-0.0886,-0.0285,
642825285,41,169,0.2426,2026,-0.0886,-0.0285,
642887285,20,89,0.2247,1849,-0.2436,-0.0534,
642949285,20,89,0.2247,1849,-0.2436,-0.0534,
643074293,20,89,0.2247,1849,-0.2436,-0.0534,
643137573,20,89,0.2247,1849,-0.2436,-0.0534,
643325126,20,89,0.2247,1849,-0.2436,-0.0534,
643387130,20,89,0.2247,1849,-0.2436,-0.0534,
643702096,20,89,0.2247,1849,-0.2436,-0.0534,
643765284,20,89,0.2247,1849,-0.2436,-0.0534,
643889824,57,283,0.2014,2025,0.0313,0.0203,
644017285,57,283,0.2014,2025,0.0313,0.0203,
644078285,31,132,0.2348,1881,-0.4077,-0.1328,
644140292,31,132,0.2348,1881,-0.4077,-0.1328,
644203284,31,132,0.2348,1881,-0.4077,-0.1328,
644266045,31,132,0.2348,1881,-0.4077,-0.1328,
644329285,31,132,0.2348,1881,-0.4077,-0.1328,
644390285,31,132,0.2348,1881,-0.4077,-0.1328,
644452285,38,177,0.2147,1887,-0.035,-0.0057,
644575053,38,177,0.2147,1887,-0.035,-0.0057,
644764285,151,902,0.1674,1024,0.0667,0.0038,
644826285,151,902,0.1674,1024,0.0667,0.0038,
644891012,151,902,0.1674,1024,0.0667,0.0038,
644954285,151,902,0.1674,1024,0.0667,0.0038,
645016285,151,902,0.1674,1024,0.0667,0.0038,
645077284,151,902,0.1674,1024,0.0667,0.0038,
645138284,151,902,0.1674,1024,0.0667,0.0038,
645388879,151,902,0.1674,1024,0.0667,0.0038,
645452285,27,190,0.1421,1974,-0.1569,-0.0329,
645640284,27,190,0.1421,1974,-0.1569,-0.0329,
645701285,27,190,0.1421,1974,-0.1569,-0.0329,
645827583,27,190,0.1421,1974,-0.1569,-0.0329,
645888289,27,190,0.1421,1974,-0.1569,-0.0329,
646075285,27,190,0.1421,1974,-0.1569,-0.0329,
646139296,27,190,0.1421,1974,-0.1569,-0.0329,
646201288,27,190,0.1421,1974,-0.1569,-0.0329,
646387410,69,656,0.1052,1531,0.0361,-0.0017,
646451563,69,656,0.1052,1531,0.0361,-0.0017,
646575285,69,656,0.1052,1531,0.0361,-0.0017,
646639541,69,656,0.1052,1531,0.0361,-0.0017,
646701284,69,656,0.1052,1531,0.0361,-0.0017,
646826284,69,656,0.1052,1531,0.0361,-0.0017,
646888289,69,656,0.1052,1531,0.0361,-0.0017,
646949285,69,656,0.1052,1531,0.0361,-0.0017,
647012285,69,656,0.1052,1531,0.0361,-0.0017,
647138285,69,656,0.1052,1531,0.0361,-0.0017,
647200284,69,656,0.1052,1531,0.0361,-0.0017,
647324285,41,374,0.1096,1576,0.0365,0.0164,
647450293,41,374,0.1096,1576,0.0365,0.0164,
647512285,41,374,0.1096,1576,0.0365,0.0164,
647575285,121,1035,0.1169,1115,-0.0389,0.0082,
647638094,121,1035,0.1169,1115,-0.0389,0.0082,
647762285,121,1035,0.1169,1115,-0.0389,0.0082,
647823285,121,1035,0.1169,1115,-0.0389,0.0082,
647949299,121,1035,0.1169,1115,-0.0389,0.0082,
648011843,121,1035,0.1169,1115,-0.0389,0.0082,
648324625,37,423,0.0875,1794,0.1879,0.0298,
648509284,37,423,0.0875,1794,0.1879,0.0298,
648573279,37,423,0.0875,1794,0.1879,0.0298,
648699284,37,423,0.0875,1794,0.1879,0.0298,
648822284,37,423,0.0875,1794,0.1879,0.0298,
648947287,37,423,0.0875,1794,0.1879,0.0298,
649008285,37,423,0.0875,1794,0.1879,0.0298,
649197290,37,423,0.0875,1794,0.1879,0.0298,
649320285,37,423,0.0875,1794,0.1879,0.0298,
649381360,14,134,0.1045,1922,-0.0699,-0.0886,
649443286,14,134,0.1045,1922,-0.0699,-0.0886,
649568421,14,134,0.1045,1922,-0.0699,-0.0886,
649631292,14,134,0.1045,1922,-0.0699,-0.0886,
649692286,14,134,0.1045,1922,-0.0699,-0.0886,
649880507,14,134,0.1045,1922,-0.0699,-0.0886,
649942293,14,134,0.1045,1922,-0.0699,-0.0886,
650068284,14,134,0.1045,1922,-0.0699,-0.0886,
650193153,14,134,0.1045,1922,-0.0699,-0.0886,
650317285,14,134,0.1045,1922,-0.0699,-0.0886,
650380292,14,134,0.1045,1922,-0.0699,-0.0886,
650441288,14,134,0.1045,1922,-0.0699,-0.0886,
650508365,14,134,0.1045,1922,-0.0699,-0.0886,
650569294,14,134,0.1045,1922,-0.0699,-0.0886,
651011288,14,134,0.1045,1922,-0.0699,-0.0886,
651073288,14,134,0.1045,1922,-0.0699,-0.0886,
651200288,14,134,0.1045,1922,-0.0699,-0.0886,
651261287,14,134,0.1045,1922,-0.0699,-0.0886,
651323288,14,134,0.1045,1922,-0.0699,-0.0886,
651385288,14,134,0.1045,1922,-0.0699,-0.0886,
651448861,14,134,0.1045,1922,-0.0699,-0.0886,
651511285,14,134,0.1045,1922,-0.0699,-0.0886,
651574093,14,134,0.1045,1922,-0.0699,-0.0886,
651635285,14,134,0.1045,1922,-0.0699,-0.0886,
652010285,14,134,0.1045,1922,-0.0699,-0.0886,
652132293,14,134,0.1045,1922,-0.0699,-0.0886,
652257285,14,134,0.1045,1922,-0.0699,-0.0886,
652571285,14,134,0.1045,1922,-0.0699,-0.0886,
652633293,14,134,0.1045,1922,-0.0699,-0.0886,
652820098,14,134,0.1045,1922,-0.0699,-0.0886,
652882097,14,134,0.1045,1922,-0.0699,-0.0886,
652943284,14,134,0.1045,1922,-0.0699,-0.0886,
653006504,14,134,0.1045,1922,-0.0699,-0.0886,
653132285,14,134,0.1045,1922,-0.0699,-0.0886,
653256285,23,167,0.1377,1906,0.0215,0.006,
653444284,23,167,0.1377,1906,0.0215,0.006,
653566284,23,167,0.1377,1906,0.0215,0.006,
653695107,23,167,0.1377,1906,0.0215,0.006,
653757285,23,167,0.1377,1906,0.0215,0.006,
653818285,23,167,0.1377,1906,0.0215,0.006,
654069284,23,167,0.1377,1906,0.0215,0.006,
654131285,23,167,0.1377,1906,0.0215,0.006,
654194419,38,287,0.1324,1982,-0.0798,0.3106,
654256287,38,287,0.1324,1982,-0.0798,0.3106,
654320283,207,1158,0.1788,793,-0.0374,-0.0078,
654381485,207,1158,0.1788,793,-0.0374,-0.0078,
654442283,207,1158,0.1788,793,-0.0374,-0.0078,
654503284,207,1158,0.1788,793,-0.0374,-0.0078,
654567332,207,1158,0.1788,793,-0.0374,-0.0078,
654632283,207,1158,0.1788,793,-0.0374,-0.0078,
654694283,207,1158,0.1788,793,-0.0374,-0.0078,
655006284,43,182,0.2363,2065,0.0636,0.0067,
655132283,40,242,0.1653,1657,0.0692,0.0146,
655258283,40,242,0.1653,1657,0.0692,0.0146,
655318587,40,242,0.1653,1657,0.0692,0.0146,
655380283,40,242,0.1653,1657,0.0692,0.0146,
655630305,43,345,0.1246,1026,0.0574,0.008,
655692283,43,345,0.1246,1026,0.0574,0.008,
655754283,47,400,0.1175,1851,-0.0821,-0.0164,
655943283,47,400,0.1175,1851,-0.0821,-0.0164,
656068283,47,400,0.1175,1851,-0.0821,-0.0164,
656132294,47,400,0.1175,1851,-0.0821,-0.0164,
656193290,47,400,0.1175,1851,-0.0821,-0.0164,
656255283,47,400,0.1175,1851,-0.0821,-0.0164,
656442288,47,400,0.1175,1851,-0.0821,-0.0164,
656505284,47,400,0.1175,1851,-0.0821,-0.0164,
656630283,47,400,0.1175,1851,-0.0821,-0.0164,
656693288,47,400,0.1175,1851,-0.0821,-0.0164,
656757332,47,400,0.1175,1851,-0.0821,-0.0164,
656818290,47,400,0.1175,1851,-0.0821,-0.0164,
656880283,47,400,0.1175,1851,-0.0821,-0.0164,
657254284,47,400,0.1175,1851,-0.0821,-0.0164,
657317283,47,400,0.1175,1851,-0.0821,-0.0164,
657381286,47,400,0.1175,1851,-0.0821,-0.0164,
657505283,47,400,0.1175,1851,-0.0821,-0.0164,
657568283,47,400,0.1175,1851,-0.0821,-0.0164,
657629283,44,453,0.0971,1687,-0.057,-0.0021,
657693294,44,453,0.0971,1687,-0.057,-0.0021,
657756283,44,453,0.0971,1687,-0.057,-0.0021,
657817283,44,453,0.0971,1687,-0.057,-0.0021,
657879283,44,453,0.0971,1687,-0.057,-0.0021,
657941283,44,453,0.0971,1687,-0.057,-0.0021,
658067283,44,453,0.0971,1687,-0.057,-0.0021,
658191290,44,453,0.0971,1687,-0.057,-0.0021,
658314378,44,453,0.0971,1687,-0.057,-0.0021,
658378283,38,306,0.1242,2040,-0.0217,-0.0058,
658439299,22,185,0.1189,2023,-0.0005,0.0021,
658500283,22,185,0.1189,2023,-0.0005,0.0021,
658561283,22,185,0.1189,2023,-0.0005,0.0021,
658628761,22,185,0.1189,2023,-0.0005,0.0021,
658753350,22,185,0.1189,2023,-0.0005,0.0021,
658815283,22,185,0.1189,2023,-0.0005,0.0021,
658941763,22,185,0.1189,2023,-0.0005,0.0021,
659003283,22,185,0.1189,2023,-0.0005,0.0021,
659065283,22,185,0.1189,2023,-0.0005,0.0021,
659127283,22,185,0.1189,2023,-0.0005,0.0021,
659254287,22,185,0.1189,2023,-0.0005,0.0021,
659316656,22,185,0.1189,2023,-0.0005,0.0021,
659378283,22,185,0.1189,2023,-0.0005,0.0021,
659439306,22,185,0.1189,2023,-0.0005,0.0021,
659503292,22,185,0.1189,2023,-0.0005,0.0021,
659628292,22,185,0.1189,2023,-0.0005,0.0021,
659753292,22,185,0.1189,2023,-0.0005,0.0021,
659877922,22,185,0.1189,2023,-0.0005,0.0021,
660128292,22,185,0.1189,2023,-0.0005,0.0021,
660252655,22,185,0.1189,2023,-0.0005,0.0021,
660316292,22,185,0.1189,2023,-0.0005,0.0021,
660378292,22,185,0.1189,2023,-0.0005,0.0021,
660442284,22,185,0.1189,2023,-0.0005,0.0021,
660565283,22,185,0.1189,2023,-0.0005,0.0021,
660627283,22,185,0.1189,2023,-0.0005,0.0021,
660753283,20,249,0.0803,1134,0.2414,0.0551,
660814286,20,249,0.0803,1134,0.2414,0.0551,
660877283,20,249,0.0803,1134,0.2414,0.0551,
661005290,20,249,0.0803,1134,0.2414,0.0551,
661066283,20,249,0.0803,1134,0.2414,0.0551,
661127286,20,249,0.0803,1134,0.2414,0.0551,
661190283,20,249,0.0803,1134,0.2414,0.0551,
661315283,20,249,0.0803,1134,0.2414,0.0551,
661376283,20,249,0.0803,1134,0.2414,0.0551,
661438286,20,249,0.0803,1134,0.2414,0.0551,
661499285,20,249,0.0803,1134,0.2414,0.0551,
661560283,20,249,0.0803,1134,0.2414,0.0551,
661624283,20,249,0.0803,1134,0.2414,0.0551,
661810294,20,249,0.0803,1134,0.2414,0.0551,
661937789,20,249,0.0803,1134,0.2414,0.0551,
662000283,20,249,0.0803,1134,0.2414,0.0551,
662684582,20,249,0.0803,1134,0.2414,0.0551,
662746290,20,249,0.0803,1134,0.2414,0.0551,
662808283,20,249,0.0803,1134,0.2414,0.0551,
662934283,20,249,0.0803,1134,0.2414,0.0551,
663059290,20,249,0.0803,1134,0.2414,0.0551,
663122093,20,249,0.0803,1134,0.2414,0.0551,
663184283,63,628,0.1003,1542,-0.0101,0.0043,
663370272,63,628,0.1003,1542,-0.0101,0.0043,
663498283,63,628,0.1003,1542,-0.0101,0.0043,
663560283,63,628,0.1003,1542,-0.0101,0.0043,
663686284,63,628,0.1003,1542,-0.0101,0.0043,
663751283,63,628,0.1003,1542,-0.0101,0.0043,
663812283,63,628,0.1003,1542,-0.0101,0.0043,
663936507,63,628,0.1003,1542,-0.0101,0.0043,
663998290,63,628,0.1003,1542,-0.0101,0.0043,
664061283,63,628,0.1003,1542,-0.0101,0.0043,
664123283,63,628,0.1003,1542,-0.0101,0.0043,
664185283,63,628,0.1003,1542,-0.0101,0.0043,
664312096,63,628,0.1003,1542,-0.0101,0.0043,
664375096,63,628,0.1003,1542,-0.0101,0.0043,
664499285,63,628,0.1003,1542,-0.0101,0.0043,
664560286,63,628,0.1003,1542,-0.0101,0.0043,
664687283,-23,-165,0.1394,1272,0.0912,0.0199,
664749290,-23,-165,0.1394,1272,0.0912,0.0199,
664810283,-23,-165,0.1394,1272,0.0912,0.0199,
664998283,-23,-165,0.1394,1272,0.0912,0.0199,
665060283,-23,-165,0.1394,1272,0.0912,0.0199,
665122283,24,195,0.1231,2118,-3.2217,-0.6337,
665434283,41,328,0.125,2017,0.0189,-0.002,
665496290,41,328,0.125,2017,0.0189,-0.002,
665560100,41,328,0.125,2017,0.0189,-0.002,
665622284,41,328,0.125,2017,0.0189,-0.002,
665746283,41,328,0.125,2017,0.0189,-0.002,
665871290,41,328,0.125,2017,0.0189,-0.002,
665932284,41,328,0.125,2017,0.0189,-0.002,
665995283,41,328,0.125,2017,0.0189,-0.002,
666058283,114,869,0.1312,1334,-0.0388,-0.0083,
666244283,114,869,0.1312,1334,-0.0388,-0.0083,
666305283,114,869,0.1312,1334,-0.0388,-0.0083,
666366283,114,869,0.1312,1334,-0.0388,-0.0083,
666431903,-35,-343,0.102,1805,-0.1403,-0.024,
666497290,-35,-343,0.102,1805,-0.1403,-0.024,
666558283,-35,-343,0.102,1805,-0.1403,-0.024,
666619283,-35,-343,0.102,1805,-0.1403,-0.024,
666681390,-35,-343,0.102,1805,-0.1403,-0.024,
666744505,-35,-343,0.102,1805,-0.1403,-0.024,
666872288,-35,-343,0.102,1805,-0.1403,-0.024,
667057010,-35,-343,0.102,1805,-0.1403,-0.024,
667243283,-35,-343,0.102,1805,-0.1403,-0.024,
667304424,-35,-343,0.102,1805,-0.1403,-0.024,
667304424,-35,-343,0.102,1805,-0.1403,-0.024,
667366342,-35,-343,0.102,1805,-0.1403,-0.024,
667555283,44,480,0.0917,1890,0.0159,-0.0019,
667683786,44,480,0.0917,1890,0.0159,-0.0019,
667810283,44,480,0.0917,1890,0.0159,-0.0019,
667872283,44,480,0.0917,1890,0.0159,-0.0019,
667934284,44,480,0.0917,1890,0.0159,-0.0019,
668121300,44,480,0.0917,1890,0.0159,-0.0019,
668182408,21,203,0.1034,2026,-10.956,-2.178,
668244283,21,203,0.1034,2026,-10.956,-2.178,
668370284,21,203,0.1034,2026,-10.956,-2.178,
668432283,21,203,0.1034,2026,-10.956,-2.178,
668620286,21,203,0.1034,2026,-10.956,-2.178,
668683283,21,203,0.1034,2026,-10.956,-2.178,
668807283,21,203,0.1034,2026,-10.956,-2.178,
669120283,21,203,0.1034,2026,-10.956,-2.178,
669181283,30,244,0.123,1858,-0.0102,-0.0495,
669368284,17,129,0.1318,1034,0.1895,0.0346,
669430283,17,129,0.1318,1034,0.1895,0.0346,
669558481,109,802,0.1359,1415,0.0137,0.0018,
669620283,109,802,0.1359,1415,0.0137,0.0018,
669819286,109,802,0.1359,1415,0.0137,0.0018,
669880283,109,802,0.1359,1415,0.0137,0.0018,
669942283,109,802,0.1359,1415,0.0137,0.0018,
670005283,109,802,0.1359,1415,0.0137,0.0018,
670066283,109,802,0.1359,1415,0.0137,0.0018,
670130714,109,802,0.1359,1415,0.0137,0.0018,
670254283,109,802,0.1359,1415,0.0137,0.0018,
670378283,109,802,0.1359,1415,0.0137,0.0018,
670504283,109,802,0.1359,1415,0.0137,0.0018,
670628283,115,950,0.1211,1034,0.0423,0.0162,
670754625,-23,-242,0.095,2164,0.0239,0.0048,
670817290,-23,-242,0.095,2164,0.0239,0.0048,
670879291,-23,-242,0.095,2164,0.0239,0.0048,
670940435,-23,-242,0.095,2164,0.0239,0.0048,
671190283,-23,-242,0.095,2164,0.0239,0.0048,
671377929,-23,-242,0.095,2164,0.0239,0.0048,
671441283,-23,-242,0.095,2164,0.0239,0.0048,
671503288,-23,-242,0.095,2164,0.0239,0.0048,
671565283,-23,-242,0.095,2164,0.0239,0.0048,
671751284,-23,-242,0.095,2164,0.0239,0.0048,
671813283,-23,-242,0.095,2164,0.0239,0.0048,
672001917,-23,-242,0.095,2164,0.0239,0.0048,
672063304,-23,-242,0.095,2164,0.0239,0.0048,
672189338,-23,-242,0.095,2164,0.0239,0.0048,
672438283,31,410,0.0756,1251,0.1209,0.019,
672500283,31,410,0.0756,1251,0.1209,0.019,
672565283,31,410,0.0756,1251,0.1209,0.019,
672625998,31,410,0.0756,1251,0.1209,0.019,
672752283,31,410,0.0756,1251,0.1209,0.019,
673061283,31,410,0.0756,1251,0.1209,0.019,
673189283,31,410,0.0756,1251,0.1209,0.019,
673312285,31,410,0.0756,1251,0.1209,0.019,
673438093,31,410,0.0756,1251,0.1209,0.019,
673500283,31,410,0.0756,1251,0.1209,0.019,
673561887,31,410,0.0756,1251,0.1209,0.019,
673623290,31,410,0.0756,1251,0.1209,0.019,
673935290,31,410,0.0756,1251,0.1209,0.019,
674061294,31,410,0.0756,1251,0.1209,0.019,
674122678,31,410,0.0756,1251,0.1209,0.019,
